season,match_date,week_number,home_team,away_team,game_num,home,away,game_winner,forfeit
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,40,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,41,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,42,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,43,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,44,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,45,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,46,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,47,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,48,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,49,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,50,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,51,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,52,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,53,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,54,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,55,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,56,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,57,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,58,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,59,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,60,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,61,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,62,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,63,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,64,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,65,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,66,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,67,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,68,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,69,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,70,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,71,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,72,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,73,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,74,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,75,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,76,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,77,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,78,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,79,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,80,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,81,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,82,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,83,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,84,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,85,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,86,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,87,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,88,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,89,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,90,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,91,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,92,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,93,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,94,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,95,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,96,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,97,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,98,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,99,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,100,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,101,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,102,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,103,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,104,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,105,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,106,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,107,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,108,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,109,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,110,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,111,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,112,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,113,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,114,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,115,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,116,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,117,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,118,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,119,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,120,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,121,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,122,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,123,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,124,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,125,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,126,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,127,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,128,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,129,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,130,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,131,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,132,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,133,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,134,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,135,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,136,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,137,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,138,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,139,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,140,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,141,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,142,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,143,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,144,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,145,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,146,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,147,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,148,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,149,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,150,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,151,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,152,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,153,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,154,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,155,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,156,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,157,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,158,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,159,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,160,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,161,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,162,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,163,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,164,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,165,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,166,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,167,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,168,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,169,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,170,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,171,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,172,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,173,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,174,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,175,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,176,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,177,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,178,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,179,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,180,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,181,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,182,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,183,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,184,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,185,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,186,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,187,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,188,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,189,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,190,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,191,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,192,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,193,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,194,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,195,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,196,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,197,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,198,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,199,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,200,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,201,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,202,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,203,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,204,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,205,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,206,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,207,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,208,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,209,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,210,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,211,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,212,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,213,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,214,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,215,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,216,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,217,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,218,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,219,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,220,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,221,,,,
Spring 2019,2019-06-24,75,Slate 8 Ball Spring 2019,Slate 8 Ball Spring 2019,222,,,,
